timestamp;image_file;test;prompt;response
240325164411;malsha_iv\Revere_S15/1615998107107708416_1615998107101633000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164418;malsha_iv\Revere_S16/1626352106393376256_1626352106425809000 - Copy.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164435;malsha_iv\Revere_S16/1626352106393376256_1626352106425809000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164443;malsha_iv\Revere_S16/1626352106493323520_1626352106484722000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164450;malsha_iv\Revere_S16/1626352106593270784_1626352106543634000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164457;malsha_iv\Revere_S16/1626352106593270784_1626352106602547000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164503;malsha_iv\Revere_S16/1626352106693195264_1626352106720370000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164519;malsha_iv\Revere_S16/1626352106793120000_1626352106779283000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164526;malsha_iv\Revere_S16/1626352106793120000_1626352106838195000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164532;malsha_iv\Revere_S16/1626352106893067776_1626352106897107000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164540;malsha_iv\Revere_S16/1626352106992992000_1626352106956019000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164547;malsha_iv\Revere_S16/1626352106992992000_1626352107014930000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164602;malsha_iv\Revere_S16/1626352107192679168_1626352107191669000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164610;malsha_iv\Revere_S16/1626352107292258048_1626352107250582000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164617;malsha_iv\Revere_S16/1626352107391768064_1626352107368407000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164628;malsha_iv\Revere_S16/1626352107391768064_1626352107427320000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164636;malsha_iv\Revere_S16/1626352107491346688_1626352107486232000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164646;malsha_iv\Revere_S16/1626352107591063552_1626352107545144000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164656;malsha_iv\Revere_S16/1626352107591063552_1626352107604057000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164703;malsha_iv\Revere_S16/1626352107690873088_1626352107662969000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164712;malsha_iv\Revere_S16/1626352107690873088_1626352107721882000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164718;malsha_iv\Revere_S16/1626352107890630400_1626352107898620000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164725;malsha_iv\Revere_S17/1626351133274790400_1626351133242024000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164731;malsha_iv\Revere_S17/1626351133274790400_1626351133300936000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164740;malsha_iv\Revere_S17/1626351133374715136_1626351133359849000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164803;malsha_iv\Revere_S17/1626351133374715136_1626351133418760000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164811;malsha_iv\Revere_S17/1626351133474616320_1626351133477672000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164818;malsha_iv\Revere_S17/1626351133574494976_1626351133536585000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164828;malsha_iv\Revere_S17/1626351133574494976_1626351133595497000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164835;malsha_iv\Revere_S17/1626351133674350592_1626351133654409000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164842;malsha_iv\Revere_S17/1626351134273643776_1626351134302331000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164852;malsha_iv\Revere_S17/1626351134573186304_1626351134537933000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164902;malsha_iv\Revere_S17/1626351134972585216_1626351134950273000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164911;malsha_iv\Revere_S18/1612970611899040512_1612970611919712000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164925;malsha_iv\Revere_S18/1612970611998826752_1612970612037539000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164931;malsha_iv\Revere_S18/1612970612098705408_1612970612096452000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164940;malsha_iv\Revere_S18/1612970612198699264_1612970612155366000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164946;malsha_iv\Revere_S18/1612970612498702848_1612970612508846000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325164958;malsha_iv\Revere_S18/1612970612698414080_1612970612685586000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165005;malsha_iv\Revere_S18/1612970612898055680_1612970612921240000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165013;malsha_iv\Revere_S18/1612970612997888000_1612970613039066000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165022;malsha_iv\Revere_S18/1612970613197484544_1612970613215806000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165030;malsha_iv\Revere_S18/1612970613297248000_1612970613333633000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165037;malsha_iv\Revere_S18/1612970613397057536_1612970613392547000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165045;malsha_iv\Revere_S18/1612970613496981760_1612970613451460000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165053;malsha_iv\Revere_S2/1612970334008365568_1612970333966400000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240325165100;malsha_iv\Revere_S2/1612970335406872832_1612970335439235000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165118;malsha_iv\Revere_S2/1612970337002761984_1612970336970982000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165124;malsha_iv\Revere_S2/1612970337601756160_1612970337619029000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165132;malsha_iv\Revere_S2/1612970337801605632_1612970337795769000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165141;malsha_iv\Revere_S2/1612970338001223936_1612970337972509000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165152;malsha_iv\Revere_S2/1612970339298746112_1612970339268604000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240325165159;malsha_iv\Revere_S2/1612970339697730048_1612970339739911000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240325165205;malsha_iv\Revere_S2/1612970340396994048_1612970340387958000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240325165212;malsha_iv\Revere_S2/1612970340696722176_1612970340682525000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240325165219;malsha_iv\Revere_S3/1612970344591729152_1612970344629726000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165226;malsha_iv\Revere_S3/1612970345889618688_1612970345866907000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165234;malsha_iv\Revere_S3/1612970346189186048_1612970346220388000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165242;malsha_iv\Revere_S3/1612970346588722688_1612970346632781000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165252;malsha_iv\Revere_S3/1612970346788479744_1612970346750608000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165300;malsha_iv\Revere_S3/1612970347288309760_1612970347280828000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165307;malsha_iv\Revere_S3/1612970347487951872_1612970347516481000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165314;malsha_iv\Revere_S3/1612970347887488256_1612970347869961000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165321;malsha_iv\Revere_S3/1612970348287024896_1612970348282355000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165329;malsha_iv\Revere_S3/1612970348386834432_1612970348400182000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165337;malsha_iv\Revere_S3/1612970348686308864_1612970348694748000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165349;malsha_iv\Revere_S3/1612970348886203392_1612970348930402000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165413;malsha_iv\Revere_S3/1612970349086192128_1612970349048229000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165420;malsha_iv\Revere_S3/1612970349386172672_1612970349342796000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165427;malsha_iv\Revere_S3/1612970349486051328_1612970349460622000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165434;malsha_iv\Revere_S3/1612970349585883904_1612970349578449000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165444;malsha_iv\Revere_S3/1612970349785594880_1612970349755189000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240325165452;malsha_iv\Revere_S3/1612970349785594880_1612970349814103000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165459;malsha_iv\Revere_S3/1612970349885519104_1612970349873016000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240325165506;malsha_iv\Revere_S3/1612970349885519104_1612970349931929000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165516;malsha_iv\Revere_S4/1612970444040393728_1612970444016723000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165528;malsha_iv\Revere_S4/1612970444040393728_1612970444075637000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165536;malsha_iv\Revere_S4/1612970444240266240_1612970444193463000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165544;malsha_iv\Revere_S4/1612970444240266240_1612970444252377000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165551;malsha_iv\Revere_S4/1612970444440506880_1612970444429109000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165558;malsha_iv\Revere_S4/1612970444540684544_1612970444546925000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165608;malsha_iv\Revere_S4/1612970444740718336_1612970444782557000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165616;malsha_iv\Revere_S4/1612970445739917312_1612970445725110000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165624;malsha_iv\Revere_S4/1612970446039254272_1612970446019668000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165631;malsha_iv\Revere_S5/1612971640816300544_1612971640783066000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165641;malsha_iv\Revere_S5/1612971641514989056_1612971641548984000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165655;malsha_iv\Revere_S5/1612971641614753024_1612971641607940000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165702;malsha_iv\Revere_S5/1612971641814164224_1612971641784806000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165724;malsha_iv\Revere_S5/1612971641913881088_1612971641902717000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165731;malsha_iv\Revere_S5/1612971642212986880_1612971642197494000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165738;malsha_iv\Revere_S5/1612971642512137984_1612971642492271000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165746;malsha_iv\Revere_S6/1612972070681311488_1612972070673684000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240325165758;malsha_iv\Revere_S6/1612972070781144064_1612972070791511000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240325165810;malsha_iv\Revere_S6/1612972070881045760_1612972070850424000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240325165818;malsha_iv\Revere_S6/1612972071281089280_1612972071262818000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165825;malsha_iv\Revere_S6/1612972071281089280_1612972071321732000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165834;malsha_iv\Revere_S6/1612972071880244736_1612972071910865000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240325165840;malsha_iv\Revere_S6/1612972072280220160_1612972072323259000.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
