timestamp;image_file;test;prompt;response
240328173235;malsha_iv\Revere_S1\1612970331110946816_1612970331138558000_horizondown/1612970331110946816_1612970331138558000_horizondown_bottomleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173238;malsha_iv\Revere_S1\1612970331110946816_1612970331138558000_horizondown/1612970331110946816_1612970331138558000_horizondown_bottomleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173245;malsha_iv\Revere_S1\1612970331110946816_1612970331138558000_horizondown/1612970331110946816_1612970331138558000_horizondown_bottomleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173258;malsha_iv\Revere_S1\1612970331110946816_1612970331138558000_horizondown/1612970331110946816_1612970331138558000_horizondown_bottomright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173303;malsha_iv\Revere_S1\1612970331110946816_1612970331138558000_horizondown/1612970331110946816_1612970331138558000_horizondown_bottomright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173312;malsha_iv\Revere_S1\1612970331110946816_1612970331138558000_horizondown/1612970331110946816_1612970331138558000_horizondown_bottomright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173316;malsha_iv\Revere_S1\1612970331110946816_1612970331138558000_horizondown/1612970331110946816_1612970331138558000_horizondown_topleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173320;malsha_iv\Revere_S1\1612970331110946816_1612970331138558000_horizondown/1612970331110946816_1612970331138558000_horizondown_topleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173325;malsha_iv\Revere_S1\1612970331110946816_1612970331138558000_horizondown/1612970331110946816_1612970331138558000_horizondown_topleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173333;malsha_iv\Revere_S1\1612970331110946816_1612970331138558000_horizondown/1612970331110946816_1612970331138558000_horizondown_topright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173338;malsha_iv\Revere_S1\1612970331110946816_1612970331138558000_horizondown/1612970331110946816_1612970331138558000_horizondown_topright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173342;malsha_iv\Revere_S1\1612970331110946816_1612970331138558000_horizondown/1612970331110946816_1612970331138558000_horizondown_topright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173349;malsha_iv\Revere_S1\1612970331310588416_1612970331315298000_horizondown/1612970331310588416_1612970331315298000_horizondown_bottomleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173355;malsha_iv\Revere_S1\1612970331310588416_1612970331315298000_horizondown/1612970331310588416_1612970331315298000_horizondown_bottomleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173359;malsha_iv\Revere_S1\1612970331310588416_1612970331315298000_horizondown/1612970331310588416_1612970331315298000_horizondown_bottomleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173403;malsha_iv\Revere_S1\1612970331310588416_1612970331315298000_horizondown/1612970331310588416_1612970331315298000_horizondown_bottomright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173416;malsha_iv\Revere_S1\1612970331310588416_1612970331315298000_horizondown/1612970331310588416_1612970331315298000_horizondown_bottomright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173420;malsha_iv\Revere_S1\1612970331310588416_1612970331315298000_horizondown/1612970331310588416_1612970331315298000_horizondown_bottomright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173430;malsha_iv\Revere_S1\1612970331310588416_1612970331315298000_horizondown/1612970331310588416_1612970331315298000_horizondown_topleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173443;malsha_iv\Revere_S1\1612970331310588416_1612970331315298000_horizondown/1612970331310588416_1612970331315298000_horizondown_topleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173448;malsha_iv\Revere_S1\1612970331310588416_1612970331315298000_horizondown/1612970331310588416_1612970331315298000_horizondown_topleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173458;malsha_iv\Revere_S1\1612970331310588416_1612970331315298000_horizondown/1612970331310588416_1612970331315298000_horizondown_topright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173512;malsha_iv\Revere_S1\1612970331310588416_1612970331315298000_horizondown/1612970331310588416_1612970331315298000_horizondown_topright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173519;malsha_iv\Revere_S1\1612970331310588416_1612970331315298000_horizondown/1612970331310588416_1612970331315298000_horizondown_topright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173527;malsha_iv\Revere_S1\1612970331710216704_1612970331668778000_horizondown/1612970331710216704_1612970331668778000_horizondown_bottomleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173530;malsha_iv\Revere_S1\1612970331710216704_1612970331668778000_horizondown/1612970331710216704_1612970331668778000_horizondown_bottomleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173534;malsha_iv\Revere_S1\1612970331710216704_1612970331668778000_horizondown/1612970331710216704_1612970331668778000_horizondown_bottomleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173538;malsha_iv\Revere_S1\1612970331710216704_1612970331668778000_horizondown/1612970331710216704_1612970331668778000_horizondown_bottomright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173543;malsha_iv\Revere_S1\1612970331710216704_1612970331668778000_horizondown/1612970331710216704_1612970331668778000_horizondown_bottomright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173548;malsha_iv\Revere_S1\1612970331710216704_1612970331668778000_horizondown/1612970331710216704_1612970331668778000_horizondown_bottomright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328173552;malsha_iv\Revere_S1\1612970331710216704_1612970331668778000_horizondown/1612970331710216704_1612970331668778000_horizondown_topleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173555;malsha_iv\Revere_S1\1612970331710216704_1612970331668778000_horizondown/1612970331710216704_1612970331668778000_horizondown_topleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173600;malsha_iv\Revere_S1\1612970331710216704_1612970331668778000_horizondown/1612970331710216704_1612970331668778000_horizondown_topleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173604;malsha_iv\Revere_S1\1612970331710216704_1612970331668778000_horizondown/1612970331710216704_1612970331668778000_horizondown_topright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173613;malsha_iv\Revere_S1\1612970331710216704_1612970331668778000_horizondown/1612970331710216704_1612970331668778000_horizondown_topright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173616;malsha_iv\Revere_S1\1612970331710216704_1612970331668778000_horizondown/1612970331710216704_1612970331668778000_horizondown_topright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173619;malsha_iv\Revere_S1\1612970331710216704_1612970331727692000_horizondown/1612970331710216704_1612970331727692000_horizondown_bottomleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173624;malsha_iv\Revere_S1\1612970331710216704_1612970331727692000_horizondown/1612970331710216704_1612970331727692000_horizondown_bottomleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173630;malsha_iv\Revere_S1\1612970331710216704_1612970331727692000_horizondown/1612970331710216704_1612970331727692000_horizondown_bottomleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173637;malsha_iv\Revere_S1\1612970331710216704_1612970331727692000_horizondown/1612970331710216704_1612970331727692000_horizondown_bottomright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328173642;malsha_iv\Revere_S1\1612970331710216704_1612970331727692000_horizondown/1612970331710216704_1612970331727692000_horizondown_bottomright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328173646;malsha_iv\Revere_S1\1612970331710216704_1612970331727692000_horizondown/1612970331710216704_1612970331727692000_horizondown_bottomright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173652;malsha_iv\Revere_S1\1612970331710216704_1612970331727692000_horizondown/1612970331710216704_1612970331727692000_horizondown_topleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173702;malsha_iv\Revere_S1\1612970331710216704_1612970331727692000_horizondown/1612970331710216704_1612970331727692000_horizondown_topleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173706;malsha_iv\Revere_S1\1612970331710216704_1612970331727692000_horizondown/1612970331710216704_1612970331727692000_horizondown_topleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173711;malsha_iv\Revere_S1\1612970331710216704_1612970331727692000_horizondown/1612970331710216704_1612970331727692000_horizondown_topright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173715;malsha_iv\Revere_S1\1612970331710216704_1612970331727692000_horizondown/1612970331710216704_1612970331727692000_horizondown_topright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173728;malsha_iv\Revere_S1\1612970331710216704_1612970331727692000_horizondown/1612970331710216704_1612970331727692000_horizondown_topright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173740;malsha_iv\Revere_S1\1612970332109984512_1612970332081172000_horizondown/1612970332109984512_1612970332081172000_horizondown_bottomleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173750;malsha_iv\Revere_S1\1612970332109984512_1612970332081172000_horizondown/1612970332109984512_1612970332081172000_horizondown_bottomleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173755;malsha_iv\Revere_S1\1612970332109984512_1612970332081172000_horizondown/1612970332109984512_1612970332081172000_horizondown_bottomleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173805;malsha_iv\Revere_S1\1612970332109984512_1612970332081172000_horizondown/1612970332109984512_1612970332081172000_horizondown_bottomright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173821;malsha_iv\Revere_S1\1612970332109984512_1612970332081172000_horizondown/1612970332109984512_1612970332081172000_horizondown_bottomright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173833;malsha_iv\Revere_S1\1612970332109984512_1612970332081172000_horizondown/1612970332109984512_1612970332081172000_horizondown_bottomright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173840;malsha_iv\Revere_S1\1612970332109984512_1612970332081172000_horizondown/1612970332109984512_1612970332081172000_horizondown_topleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173853;malsha_iv\Revere_S1\1612970332109984512_1612970332081172000_horizondown/1612970332109984512_1612970332081172000_horizondown_topleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173859;malsha_iv\Revere_S1\1612970332109984512_1612970332081172000_horizondown/1612970332109984512_1612970332081172000_horizondown_topleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173916;malsha_iv\Revere_S1\1612970332109984512_1612970332081172000_horizondown/1612970332109984512_1612970332081172000_horizondown_topright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328173925;malsha_iv\Revere_S1\1612970332109984512_1612970332081172000_horizondown/1612970332109984512_1612970332081172000_horizondown_topright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328173937;malsha_iv\Revere_S1\1612970332109984512_1612970332081172000_horizondown/1612970332109984512_1612970332081172000_horizondown_topright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328173950;malsha_iv\Revere_S1\1612970332309671680_1612970332316826000_horizondown/1612970332309671680_1612970332316826000_horizondown_bottomleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174007;malsha_iv\Revere_S1\1612970332309671680_1612970332316826000_horizondown/1612970332309671680_1612970332316826000_horizondown_bottomleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174030;malsha_iv\Revere_S1\1612970332309671680_1612970332316826000_horizondown/1612970332309671680_1612970332316826000_horizondown_bottomleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174039;malsha_iv\Revere_S1\1612970332309671680_1612970332316826000_horizondown/1612970332309671680_1612970332316826000_horizondown_bottomright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174054;malsha_iv\Revere_S1\1612970332309671680_1612970332316826000_horizondown/1612970332309671680_1612970332316826000_horizondown_bottomright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174104;malsha_iv\Revere_S1\1612970332309671680_1612970332316826000_horizondown/1612970332309671680_1612970332316826000_horizondown_bottomright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174110;malsha_iv\Revere_S1\1612970332309671680_1612970332316826000_horizondown/1612970332309671680_1612970332316826000_horizondown_topleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174121;malsha_iv\Revere_S1\1612970332309671680_1612970332316826000_horizondown/1612970332309671680_1612970332316826000_horizondown_topleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174128;malsha_iv\Revere_S1\1612970332309671680_1612970332316826000_horizondown/1612970332309671680_1612970332316826000_horizondown_topleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174142;malsha_iv\Revere_S1\1612970332309671680_1612970332316826000_horizondown/1612970332309671680_1612970332316826000_horizondown_topright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328174210;malsha_iv\Revere_S1\1612970332309671680_1612970332316826000_horizondown/1612970332309671680_1612970332316826000_horizondown_topright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174223;malsha_iv\Revere_S1\1612970332309671680_1612970332316826000_horizondown/1612970332309671680_1612970332316826000_horizondown_topright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174243;malsha_iv\Revere_S10\1613120168637674752_1613120168664856000_horizondown/1613120168637674752_1613120168664856000_horizondown_bottomleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174253;malsha_iv\Revere_S10\1613120168637674752_1613120168664856000_horizondown/1613120168637674752_1613120168664856000_horizondown_bottomleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174306;malsha_iv\Revere_S10\1613120168637674752_1613120168664856000_horizondown/1613120168637674752_1613120168664856000_horizondown_bottomleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328174319;malsha_iv\Revere_S10\1613120168637674752_1613120168664856000_horizondown/1613120168637674752_1613120168664856000_horizondown_bottomright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174336;malsha_iv\Revere_S10\1613120168637674752_1613120168664856000_horizondown/1613120168637674752_1613120168664856000_horizondown_bottomright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328174357;malsha_iv\Revere_S10\1613120168637674752_1613120168664856000_horizondown/1613120168637674752_1613120168664856000_horizondown_bottomright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174438;malsha_iv\Revere_S10\1613120168637674752_1613120168664856000_horizondown/1613120168637674752_1613120168664856000_horizondown_topleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328174445;malsha_iv\Revere_S10\1613120168637674752_1613120168664856000_horizondown/1613120168637674752_1613120168664856000_horizondown_topleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328174459;malsha_iv\Revere_S10\1613120168637674752_1613120168664856000_horizondown/1613120168637674752_1613120168664856000_horizondown_topleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328174517;malsha_iv\Revere_S10\1613120168637674752_1613120168664856000_horizondown/1613120168637674752_1613120168664856000_horizondown_topright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328174528;malsha_iv\Revere_S10\1613120168637674752_1613120168664856000_horizondown/1613120168637674752_1613120168664856000_horizondown_topright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328174540;malsha_iv\Revere_S10\1613120168637674752_1613120168664856000_horizondown/1613120168637674752_1613120168664856000_horizondown_topright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328174552;malsha_iv\Revere_S10\1613120169037142784_1613120169077201000_horizondown/1613120169037142784_1613120169077201000_horizondown_bottomleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174606;malsha_iv\Revere_S10\1613120169037142784_1613120169077201000_horizondown/1613120169037142784_1613120169077201000_horizondown_bottomleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174614;malsha_iv\Revere_S10\1613120169037142784_1613120169077201000_horizondown/1613120169037142784_1613120169077201000_horizondown_bottomleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174626;malsha_iv\Revere_S10\1613120169037142784_1613120169077201000_horizondown/1613120169037142784_1613120169077201000_horizondown_bottomright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328174639;malsha_iv\Revere_S10\1613120169037142784_1613120169077201000_horizondown/1613120169037142784_1613120169077201000_horizondown_bottomright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174652;malsha_iv\Revere_S10\1613120169037142784_1613120169077201000_horizondown/1613120169037142784_1613120169077201000_horizondown_bottomright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174708;malsha_iv\Revere_S10\1613120169037142784_1613120169077201000_horizondown/1613120169037142784_1613120169077201000_horizondown_topleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174747;malsha_iv\Revere_S10\1613120169037142784_1613120169077201000_horizondown/1613120169037142784_1613120169077201000_horizondown_topleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328174900;malsha_iv\Revere_S10\1613120169037142784_1613120169077201000_horizondown/1613120169037142784_1613120169077201000_horizondown_topleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328174937;malsha_iv\Revere_S10\1613120169037142784_1613120169077201000_horizondown/1613120169037142784_1613120169077201000_horizondown_topright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175108;malsha_iv\Revere_S10\1613120169037142784_1613120169077201000_horizondown/1613120169037142784_1613120169077201000_horizondown_topright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175128;malsha_iv\Revere_S10\1613120169037142784_1613120169077201000_horizondown/1613120169037142784_1613120169077201000_horizondown_topright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175154;malsha_iv\Revere_S10\1613120169537087744_1613120169489586000_horizondown/1613120169537087744_1613120169489586000_horizondown_bottomleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175214;malsha_iv\Revere_S10\1613120169537087744_1613120169489586000_horizondown/1613120169537087744_1613120169489586000_horizondown_bottomleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175232;malsha_iv\Revere_S10\1613120169537087744_1613120169489586000_horizondown/1613120169537087744_1613120169489586000_horizondown_bottomleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175243;malsha_iv\Revere_S10\1613120169537087744_1613120169489586000_horizondown/1613120169537087744_1613120169489586000_horizondown_bottomright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328175252;malsha_iv\Revere_S10\1613120169537087744_1613120169489586000_horizondown/1613120169537087744_1613120169489586000_horizondown_bottomright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328175305;malsha_iv\Revere_S10\1613120169537087744_1613120169489586000_horizondown/1613120169537087744_1613120169489586000_horizondown_bottomright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328175332;malsha_iv\Revere_S10\1613120169537087744_1613120169489586000_horizondown/1613120169537087744_1613120169489586000_horizondown_topleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175343;malsha_iv\Revere_S10\1613120169537087744_1613120169489586000_horizondown/1613120169537087744_1613120169489586000_horizondown_topleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175350;malsha_iv\Revere_S10\1613120169537087744_1613120169489586000_horizondown/1613120169537087744_1613120169489586000_horizondown_topleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175359;malsha_iv\Revere_S10\1613120169537087744_1613120169489586000_horizondown/1613120169537087744_1613120169489586000_horizondown_topright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175409;malsha_iv\Revere_S10\1613120169537087744_1613120169489586000_horizondown/1613120169537087744_1613120169489586000_horizondown_topright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175415;malsha_iv\Revere_S10\1613120169537087744_1613120169489586000_horizondown/1613120169537087744_1613120169489586000_horizondown_topright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175421;malsha_iv\Revere_S10\1613120170536264704_1613120170550113000_horizondown/1613120170536264704_1613120170550113000_horizondown_bottomleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328175427;malsha_iv\Revere_S10\1613120170536264704_1613120170550113000_horizondown/1613120170536264704_1613120170550113000_horizondown_bottomleft.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328175432;malsha_iv\Revere_S10\1613120170536264704_1613120170550113000_horizondown/1613120170536264704_1613120170550113000_horizondown_bottomleft.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;no
240328175441;malsha_iv\Revere_S10\1613120170536264704_1613120170550113000_horizondown/1613120170536264704_1613120170550113000_horizondown_bottomright.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175447;malsha_iv\Revere_S10\1613120170536264704_1613120170550113000_horizondown/1613120170536264704_1613120170550113000_horizondown_bottomright.png;1;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175453;malsha_iv\Revere_S10\1613120170536264704_1613120170550113000_horizondown/1613120170536264704_1613120170550113000_horizondown_bottomright.png;2;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
240328175501;malsha_iv\Revere_S10\1613120170536264704_1613120170550113000_horizondown/1613120170536264704_1613120170550113000_horizondown_topleft.png;0;Is there a human or part of a human in this image? Answer only either "yes" or "no".;yes
